baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Gene
51530.278974004665,0.3172650327490282,0.19517142428630335,1.6255711301446554,0.1040409208580861,0.4345613020059382,A1BG
1701.1554171432617,0.03945160732955929,0.11547707351725167,0.3416401726154363,0.7326217009366051,0.9473958234552065,A1CF
0.34146868238522765,0.11095963984991791,0.629613145862078,0.17623463007270906,0.8601096156767765,0.9789061730772796,A2BP1
302.3258766097324,0.15930687891969394,0.12698431945648128,1.254539769961833,0.20964587984058886,0.6023826248755386,A2LD1
0.8460496528179469,-0.4903441284896477,0.5693336477991505,-0.861259703137432,NA,NA,A2ML1
89226.27434498307,0.18961009492876665,0.18145747484334154,1.0449285436847588,0.2960559963365011,0.6928761829754072,A2M
175.27780816426284,-0.30876773774202354,0.14715607121062446,-2.0982330881889633,0.03588456003514154,0.2572777478448148,A4GALT
8.285525695853957,0.2591366493697156,0.42118508937885263,0.6152559905477192,NA,NA,A4GNT
4.749910694515688,0.5248616679393524,0.41644182788189743,1.2603481033807267,0.2075438141570787,0.5998190777507605,AAA1
891.0547452947234,-0.07347088430595933,0.049675838902379296,-1.4790064129634726,0.13913860085448018,0.49807539523372685,AAAS
2.1256276662362907,0.5204061217111305,0.595136776201477,0.8744311266271887,0.38188351242653856,0.7602792642796354,AACSL
410.88497666842295,-0.1816997032450638,0.11247822107943985,-1.6154212033344213,0.10621951157678679,0.4396250047045308,AACS
0.05941813499326446,0.12645626972680546,1.3197638077559242,0.09581734927390292,0.9236656380307632,0.9906094652245071,AADACL2
0.25849904887146935,-0.9652334410013033,0.9710986763123685,-0.9939602066668057,0.32024224102184673,0.7134276462392577,AADACL3
0.1659886752664304,-0.8603403662601311,0.8077231306458298,-1.0651426628976568,0.2868113755867999,0.6837426564062443,AADACL4
8252.831217284149,0.12452317114060406,0.17097739715553856,0.7283019464106417,0.4664287711161498,0.81552028847608,AADAC
359.88366285629496,0.018743326916628018,0.22186691926088437,0.08448004316762742,0.9326747693578421,0.9914046930888917,AADAT
737.2780409769591,0.0338007125990179,0.050558411999614965,0.668547750259152,0.50378401225598,0.840475701955607,AAGAB
612.8795621028261,-0.10760707963222889,0.0813207628621523,-1.3232423780214015,0.18575478720140134,0.5692489695397114,AAK1
2759.31925150719,-0.04638693253621453,0.04880963980285281,-0.9503641642015012,0.3419272461980713,0.7311052643615245,AAMP
0.5123302135777338,-0.225317465038919,0.32472103336882996,-0.693880105952346,0.48775740060636597,0.8312276971539326,AANAT
611.0369603111377,-0.013138069066222996,0.06925474599957525,-0.1897064075046001,0.8495391995295487,0.9767102133907453,AARS2
879.8431232320702,-0.16573543598319138,0.09059698439368033,-1.8293703382333815,0.06734414801406241,0.3510973452516502,AARSD1
4583.445240476123,-0.0045249576697621975,0.07268855967175253,-0.06225130460963914,0.9503627065101419,0.9956110877047503,AARS
778.8699564141139,0.09151583003234401,0.06275498220934579,1.4583038160548631,0.14475681885526814,0.5073282195608882,AASDHPPT
174.91220050272327,-0.03356037788487569,0.06969885248622988,-0.4815054579486237,0.6301573015758711,0.9070942279332068,AASDH
1617.875157850869,0.2536240451780636,0.20070374678136407,1.2636736944146243,0.20634717062769825,0.5984394177772681,AASS
1433.1680312672777,-0.18456983751085648,0.06634308996772968,-2.7820506642158835,0.0054016606856279875,0.08718252457389285,AATF
79.55172866821356,0.3686025639042503,0.2171884067058843,1.6971557989437736,0.08966720922443036,0.40269111658510925,AATK
9764.630832454699,0.15654700411009595,0.16786178786267028,0.9325946429104456,0.35102930037210206,0.7382597271201304,ABAT
54.757358234088855,0.49188734962666986,0.18612961742368553,2.642714020665449,0.008224446859739814,0.11413286495480618,ABCA10
58.157329865959085,0.009205208381039092,0.0998506229587663,0.09218979419728225,0.9265472465645007,0.9909289400073255,ABCA11P
2.5062525255874304,-1.696641464792673,0.42240609119545064,-4.016612213121765,5.904075742166033e-5,0.004604938096206152,ABCA12
11.539459157755212,-0.10831910165450515,0.26365951227283707,-0.4108294850459089,0.68119757126307,0.9289626067364994,ABCA13
5.1751615412811995,0.20182647091403935,0.2342540831433596,0.8615707705317772,0.38892376138781665,0.7660218672809511,ABCA17P
2108.63899166681,0.043973514631908184,0.10969194917538298,0.4008818784102407,0.6885070924411916,0.9304796008852634,ABCA1
1810.454693224909,0.003206772971472917,0.11379080191116,0.028181302158117698,0.9775175500178208,0.9985138301212116,ABCA2
237.94277026028902,-0.37519241307919676,0.18746537191699628,-2.0013958270934435,0.045349750026634786,0.29148616658559173,ABCA3
45.78416058247197,-0.3681289648442619,0.1868397695958189,-1.97029232930771,0.048804877052227164,0.3022075163937164,ABCA4
1014.0028726864842,0.0041756320766804635,0.10168575564192256,0.04106408070944159,0.9672448098778299,0.9972262232681371,ABCA5
2230.866785160598,-0.01565843474030779,0.17764480065252383,-0.08814462727190056,0.9297617269570605,0.9910141415179781,ABCA6
298.5213578881628,0.038338656010958407,0.13920942237771539,0.27540273751682237,0.7830068411434644,0.9635840213441936,ABCA7
761.0343582931138,0.1977753519347584,0.23155833260905254,0.8541059598518916,0.3930462819917939,0.7682668844043616,ABCA8
165.76401201846366,0.09628423245068404,0.17983543067177282,0.535401906571,0.5923719720333493,0.8908189197753421,ABCA9
781.2133402072636,2.2935791657997156e-5,0.07700097145869367,2.9786366617856e-4,0.9997623391830464,0.9999193206034144,ABCB10
1015.9863443373196,0.11928932362496078,0.2543989492539095,0.4689065107179392,0.6391364623288762,0.911709365380897,ABCB11
